file,ordinal,channel,channel_type,name,verts,tris,uv_sets,fvf,poly_type,bytes,size_x,size_y,size_z,error
Environment/SetPiecesBlack3.cgr,22,452,3D ObjectData,Vertex Data,356,284,3,0x312,4,19024,25.2003,71.7478,24.8175,
Environment/SetPiecesBlack3.cgr,23,517,3D ObjectData,Vertex Data,728,648,3,0x312,4,39064,25.2003,60.1032,24.8175,
Environment/SetPiecesBlack3.cgr,24,522,3D ObjectData,Vertex Data,117,78,3,0x312,4,6316,1.1616,1.2322,1.1616,
Environment/SetPiecesBlack3.cgr,25,524,3D ObjectData,Vertex Data,356,284,3,0x312,4,19024,25.2003,71.7478,24.8175,
Environment/SetPiecesBlack3.cgr,26,548,3D ObjectData,Vertex Data,955,770,3,0x312,4,50692,10.053,6.2441,10.0441,
Environment/SetPiecesBlack3.cgr,27,564,3D ObjectData,Vertex Data,74,50,3,0x312,4,4084,9.6623,1.8245,9.6623,
Environment/SetPiecesWhite.cgr,0,12,3D ObjectData,Vertex Data,64,60,3,0x312,4,3664,1.9779,3.1251,14.8046,
Environment/SetPiecesWhite.cgr,1,15,3D ObjectData,Vertex Data,327,196,3,0x312,4,17104,2.3471,3.0075,14.8046,
Environment/SetPiecesWhite.cgr,2,68,3D ObjectData,Vertex Data,104,60,3,0x312,4,5584,2.0,1.1322,1.7321,
Environment/SetPiecesWhite.cgr,3,71,3D ObjectData,Vertex Data,104,60,3,0x312,4,5584,2.0,1.1322,1.7321,
Environment/SetPiecesWhite.cgr,4,74,3D ObjectData,Vertex Data,262,116,3,0x312,4,13504,8.7548,9.1334,9.5147,
Environment/SetPiecesWhite.cgr,5,78,3D ObjectData,Vertex Data,123,92,3,0x312,4,6688,10.2659,11.2165,13.9551,
Environment/SetPiecesWhite.cgr,6,82,3D ObjectData,Vertex Data,122,92,3,0x312,4,6640,13.0221,14.3367,13.3448,
Environment/SetPiecesWhite.cgr,7,86,3D ObjectData,Vertex Data,130,92,3,0x312,4,7024,20.2301,17.3172,11.9521,
Environment/SetPiecesWhite.cgr,8,96,3D ObjectData,Vertex Data,1340,624,3,0x312,4,68296,42.7258,231.6031,42.7258,
Environment/SetPiecesWhite.cgr,9,146,3D ObjectData,Vertex Data,310,244,3,0x312,4,16576,7.1573,9.2181,6.6056,
Environment/SetPiecesWhite.cgr,10,150,3D ObjectData,Vertex Data,26,12,3,0x312,4,1552,1.5107,1.1585,1.5302,
Environment/SetPiecesWhite.cgr,11,154,3D ObjectData,Vertex Data,50,36,3,0x312,4,2848,3.5395,4.0263,1.627,
Environment/SetPiecesWhite.cgr,12,157,3D ObjectData,Vertex Data,77,48,3,0x312,4,4216,4.8344,12.9907,30.5493,
Environment/SetPiecesWhite.cgr,13,158,3D ObjectData,Vertex Data,36,20,3,0x312,4,2080,1.4839,1.4508,2.3549,
Environment/SetPiecesWhite.cgr,14,162,3D ObjectData,Vertex Data,36,20,3,0x312,4,2080,1.5595,2.3169,1.4128,
Environment/SetPiecesWhite.cgr,15,163,3D ObjectData,Vertex Data,77,48,3,0x312,4,4216,4.8344,12.9907,30.5493,
Environment/SetPiecesWhite.cgr,16,166,3D ObjectData,Vertex Data,50,36,3,0x312,4,2848,1.4999,2.275,4.2219,
Environment/SetPiecesWhite.cgr,17,169,3D ObjectData,Vertex Data,16,8,3,0x312,4,1048,4.8251,10.0578,13.9934,
Environment/SetPiecesWhite.cgr,18,170,3D ObjectData,Vertex Data,66,52,3,0x312,4,3712,2.7424,5.4004,4.4623,
Environment/SetPiecesWhite.cgr,19,174,3D ObjectData,Vertex Data,44,28,3,0x312,4,2512,1.4845,1.8859,3.2455,
Environment/SetPiecesWhite.cgr,20,211,3D ObjectData,Vertex Data,370,272,3,0x312,4,19624,2.5289,5.0542,6.0665,
Environment/SetPiecesWhite.cgr,21,342,3D ObjectData,Vertex Data,16,8,3,0x312,4,1048,4.8251,10.0578,13.9934,
Environment/SetPiecesWhite.cgr,22,407,3D ObjectData,Vertex Data,1958,940,3,0x312,4,99856,4.1301,4.3742,4.2911,
Environment/SetPiecesWhite2.cgr,0,12,3D ObjectData,Vertex Data,64,60,3,0x312,4,3664,1.9779,3.1251,14.8046,
Environment/SetPiecesWhite2.cgr,1,15,3D ObjectData,Vertex Data,327,196,3,0x312,4,17104,2.3471,3.0075,14.8046,
Environment/SetPiecesWhite2.cgr,2,68,3D ObjectData,Vertex Data,104,60,3,0x312,4,5584,2.0,1.1322,1.7321,
Environment/SetPiecesWhite2.cgr,3,71,3D ObjectData,Vertex Data,104,60,3,0x312,4,5584,2.0,1.1322,1.7321,
Environment/SetPiecesWhite2.cgr,4,74,3D ObjectData,Vertex Data,262,116,3,0x312,4,13504,8.7548,9.1334,9.5147,
Environment/SetPiecesWhite2.cgr,5,78,3D ObjectData,Vertex Data,123,92,3,0x312,4,6688,10.2659,11.2165,13.9551,
Environment/SetPiecesWhite2.cgr,6,82,3D ObjectData,Vertex Data,122,92,3,0x312,4,6640,13.0221,14.3367,13.3448,
Environment/SetPiecesWhite2.cgr,7,86,3D ObjectData,Vertex Data,130,92,3,0x312,4,7024,20.2301,17.3172,11.9521,
Environment/SetPiecesWhite2.cgr,8,96,3D ObjectData,Vertex Data,1340,624,3,0x312,4,68296,42.7258,231.6031,42.7258,
Environment/SetPiecesWhite2.cgr,9,146,3D ObjectData,Vertex Data,310,244,3,0x312,4,16576,7.1573,9.2181,6.6056,
Environment/SetPiecesWhite2.cgr,10,150,3D ObjectData,Vertex Data,26,12,3,0x312,4,1552,1.5107,1.1585,1.5302,
Environment/SetPiecesWhite2.cgr,11,154,3D ObjectData,Vertex Data,50,36,3,0x312,4,2848,3.5395,4.0263,1.627,
Environment/SetPiecesWhite2.cgr,12,157,3D ObjectData,Vertex Data,77,48,3,0x312,4,4216,4.8344,12.9907,30.5493,
Environment/SetPiecesWhite2.cgr,13,158,3D ObjectData,Vertex Data,36,20,3,0x312,4,2080,1.4839,1.4508,2.3549,
Environment/SetPiecesWhite2.cgr,14,162,3D ObjectData,Vertex Data,36,20,3,0x312,4,2080,1.5595,2.3169,1.4128,
Environment/SetPiecesWhite2.cgr,15,163,3D ObjectData,Vertex Data,77,48,3,0x312,4,4216,4.8344,12.9907,30.5493,
Environment/SetPiecesWhite2.cgr,16,166,3D ObjectData,Vertex Data,50,36,3,0x312,4,2848,1.4999,2.275,4.2219,
Environment/SetPiecesWhite2.cgr,17,169,3D ObjectData,Vertex Data,16,8,3,0x312,4,1048,4.8251,10.0578,13.9934,
Environment/SetPiecesWhite2.cgr,18,170,3D ObjectData,Vertex Data,66,52,3,0x312,4,3712,2.7424,5.4004,4.4623,
Environment/SetPiecesWhite2.cgr,19,174,3D ObjectData,Vertex Data,44,28,3,0x312,4,2512,1.4845,1.8859,3.2455,
Environment/SetPiecesWhite2.cgr,20,211,3D ObjectData,Vertex Data,370,272,3,0x312,4,19624,2.5289,5.0542,6.0665,
Environment/SetPiecesWhite2.cgr,21,342,3D ObjectData,Vertex Data,16,8,3,0x312,4,1048,4.8251,10.0578,13.9934,
Environment/SetPiecesWhite2.cgr,22,407,3D ObjectData,Vertex Data,1958,940,3,0x312,4,99856,4.1301,4.3742,4.2911,
Environment/Squid_Black.cgr,0,9,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,1,13,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,2,17,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,3,21,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,4,25,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,5,29,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,6,33,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,7,37,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,8,41,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,9,45,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,10,49,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,11,53,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,12,57,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,13,61,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,14,65,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,15,69,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,16,73,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,17,77,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,18,81,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,19,85,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,20,89,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,21,93,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,22,97,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,23,101,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,24,105,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,25,109,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,26,113,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,27,117,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,28,121,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,29,125,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,30,129,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,31,133,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,32,137,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,33,141,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,34,145,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,35,149,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,36,153,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,37,157,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,38,161,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,39,165,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,40,168,3D ObjectData,skullWiresJaw0,1698,2592,1,0x112,4,70040,0.5015,0.4549,0.3504,
Environment/Squid_Black.cgr,41,169,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,42,173,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,43,177,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,44,181,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,45,182,3D ObjectData,skullWiresForehead0,3438,5632,1,0x112,4,143960,0.6542,0.3046,1.1342,
Environment/Squid_Black.cgr,46,185,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,47,189,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,48,193,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,49,197,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,50,201,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,51,205,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,52,209,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,53,213,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,54,217,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,55,221,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,56,222,3D ObjectData,skullWiresGlasses0,2958,4720,1,0x112,4,123128,0.6536,0.3709,0.9042,
Environment/Squid_Black.cgr,57,225,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,58,229,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,59,233,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,60,237,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,61,241,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,62,245,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,63,249,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,64,253,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,65,257,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,66,261,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,67,265,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,68,269,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,69,273,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,70,277,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,71,281,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,72,285,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,73,289,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,74,293,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,75,297,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,76,301,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,77,305,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,78,309,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,79,313,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,80,317,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,81,321,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,82,325,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,83,329,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,84,332,3D ObjectData,threevinemeshGrowingBassLP0,11325,22646,1,0x112,4,498428,0.6153,0.7225,1.1491,
Environment/Squid_Black.cgr,85,333,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,86,336,3D ObjectData,threevinemeshGrowingMidLP0,11040,22076,1,0x112,4,485888,0.6221,0.7351,1.0911,
Environment/Squid_Black.cgr,87,337,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,88,341,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,89,345,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,90,349,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,91,353,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,92,357,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,93,361,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,94,365,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,95,369,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,96,373,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,97,377,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,98,381,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,99,385,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,100,389,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,101,393,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,102,397,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,103,401,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,104,405,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,34.1436,31.2507,29.53,
Environment/Squid_Black.cgr,105,409,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,106,413,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,107,416,3D ObjectData,threevinemeshGrowingTrebleLP0,3278,6552,1,0x112,4,144360,0.4841,0.4857,0.3464,
Environment/Squid_Black.cgr,108,417,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,109,421,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,110,424,3D ObjectData,hexGem_Wires0,571,648,1,0x112,4,22312,0.932,1.0446,0.5432,
Environment/Squid_Black.cgr,111,425,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,112,429,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,113,433,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,114,437,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,115,441,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,116,445,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_Black.cgr,117,449,3D ObjectData,Vertex Data,72,34,3,0x312,4,3892,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,118,453,3D ObjectData,Vertex Data,144,114,3,0x312,4,7828,38.0814,36.6416,33.1356,
Environment/Squid_Black.cgr,119,457,3D ObjectData,Vertex Data,809,808,3,0x312,4,43912,61.2439,78.2733,61.2439,
Environment/Squid_Black.cgr,120,460,3D ObjectData,Vertex Data,216,104,3,0x312,4,11224,38.6559,62.4296,38.6559,
Environment/Squid_Black.cgr,121,534,3D ObjectData,hexGem0,18,32,1,0x112,4,920,0.891,0.9986,0.5046,
Environment/Squid_Black.cgr,122,540,3D ObjectData,hexGem_Wires0,571,648,1,0x112,4,22312,0.932,1.0446,0.5432,
Environment/Squid_Black.cgr,123,548,3D ObjectData,hexGem0,18,32,1,0x112,4,920,0.891,0.9986,0.5046,
Environment/Squid_White.cgr,0,8,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,1,12,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,2,16,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,3,20,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,4,24,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,5,28,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,6,32,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,7,36,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,8,40,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,9,44,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,10,48,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,11,52,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,12,56,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,13,60,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,14,64,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,15,68,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,16,72,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,17,76,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,18,80,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,19,84,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,20,88,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,21,92,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,22,96,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,23,100,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,24,104,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,25,108,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,26,112,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,27,116,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,28,120,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,29,124,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,30,128,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,31,132,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,32,136,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,33,140,3D ObjectData,Vertex Data,112,98,3,0x312,4,6196,26.6089,21.4936,23.2088,
Environment/Squid_White.cgr,34,144,3D ObjectData,Vertex Data,32,18,3,0x312,4,1876,26.6089,21.4936,23.2088,
